Key,Source,Context,Changes,English,French,German,Klingon,Spanish
paintingTip,,Popup Tip,,Use um pincel e tinta para deixar a sua base mais bonita. Mire em qualquer bloco de construção pintável e use o botão direito (ação secundária) para pintar uma superfície e o botão esquerdo (ação primária) para limpar a tinta de uma superfície. Segure a tecla 'R' (recarregar) para ver os recursos de pintura adicionais e mude a cor da pintura desejada. Desbloqueie grupos de pintura adicionais encontrando e lendo revistas de pintura. O modo criativo possui ainda mais recursos de pintura.,,,,
paintingTip_title,,Popup Tip,,Pintura,,,,
passthroughTriggeringTip,,Popup Tip,,"Qualquer combinação de placas de ativação, sensores de movimento, e fios de ativação usarão a ''Ativação em Cadeia''. Isso ativa todos os componentes de ativação conectados diretamente quando o componente Pai é ativado. Um exemplo de uso disto é rodear sua base com uma rede de fios de ativação para acionar um alarme.",,,,
passthroughTriggeringTip_title,,Popup Tip,,Ativação em Cadeia,,,,
questTip,,Popup Tip,,Comerciantes podem ser encontrados no mundo em Acampamentos White River marcados por uma Bandeira e uma placa Traitor Joel’s. Itens podem ser comprados e vendidos com fichas do Duke. Você pode ver seu dinheiro total no canto superior direito do seu inventário. Comerciantes irão renovar os itens periodicamente. Eles também tem um armazém secreto que contém itens que só você pode ver. Alguns itens só podem ser comprados e vendidos em lotes. Comerciantes estão abertos para negócios entre o nascer do sol e o pôr do sol. Invista na habilidade de Intercâmbio e no benefício de Armazém Secreto para aprimorar os negócios com os comerciantes. Comerciantes também podem te dar missões.,,,,
questTip_title,,Popup Tip,,Missões,,,,
powerAttackTip,,Popup Tip,,"Use o botão esquerdo (ação primária) para atacar inimigos e danificar estruturas. Use o botão direito (ação secundária) para realizar um ataque forte que causa mais danos, mas consome mais vigor. Ataques fortes não funcionam com ferramentas de reparo como machados de pedra e martelos.",,,,
powerAttackTip_title,,Popup Tip,,Ataque Forte,,,,
skillPointTip,,Popup Tip,EnChanged,"Você ganhou Pontos de Habilidade. Para distribuí-los, segure 'TAB' e selecione 'Habilidades' ou pressione 'N' para acessar o menu de Habilidades, e então selecione e compre o Atributo ou Benefício desejado. Benefícios te concede habilidades específicas e níveis de benefícios maiores requer certos níveis de atributo.",,,,
skillPointTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Distribuição de Pontos de Habilidade,Dépense de points de compétence,Fertigkeitspunkte verteilen,,Gastar puntos de habilidad
solarBankTip,,Popup Tip,,O gerador solar permite que você alimente seus componentes elétricos. Requer pelo menos uma célula solar (com capacidade de até seis). A potência máxima de energia é determinada pela quantidade e qualidade das células solares instaladas. Painéis solares produzem energia durante o dia quando expostos à luz solar. Células solares podem ser compradas com comerciantes ou encontradas em pilhagens. Requer um alicate de eletricista para conectar e cortar fios entre componentes elétricos.,,,,
solarBankTip_title,,Popup Tip,,Gerador Solar,,,,
survivalTip,,Popup Tip,,Sua saúde atual é exibida em vermelho e sua saúde máxima em cinza. A saúde danificada ou seu limite máximo de saúde é exibido em preto.\n\nComa comida ou use medicamentos para restaurar a saúde. Use bandagens ou kits médicos para restaurar seu limite de saúde máxima.\n\nSeu vigor atual é exibido em azul e seu vigor máximo em cinza. Vigor danificado ou seu limite de vigor máximo é exibido em preto.\n\nA taxa de recuperação de saúde e vigor é determinada pelo seu nível de hidratação encontrado no menu de estatísticas de personagem.\n\nTome água para restaurar a taxa de recuperação de vigor. Coma comida para restaurar seu limite de vigor máximo.\nVocê pode comer/beber 50 pontos acima do seu limite de água e comida.,,,,
survivalTip_title,,Popup Tip,New,Sobrevivência,,,,
tableSawTip,,Popup Tip,New,Use a serra de mesa para desbloquear e fabricar uma infinidade de receitas cosméticas para personalizar e decorar sua base. ,,,,
tableSawTip_title,,Popup Tip,New,Serra de Mesa,,,,
traderTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Comerciantes podem ser encontrados no mundo em Acampamentos White River marcados com uma Bandeira e uma placa Traitor Joel's. Itens podem ser comprados e vendidos com fichas do Duke. Você pode ver o seu saldo total no canto superior esquerdo do seu inventário. Comerciantes vão reabastecer os itens periodicamente. Eles também têm um estoque secreto que oferece itens especiais baseado no seu nível e benefícios. Alguns itens podem simplesmente ser comprados ou vendidos em pacotes. Comerciantes estão abertos para negócio entre o amanhecer e o anoitecer. Invista na habilidade ''Melhores Negócios'' para melhorar suas habilidades de compra e venda com os comerciantes. Os comerciantes também podem te dar algumas missões.,"Vous trouverez les marchands dans le monde, au hameau de la Rivière blanche, ils sont indiqués par un drapeau et un panneau de Joe le traître. Vous pouvez acheter et vendre des objets en échange de pièces Duke. Votre stock de pièces s'affiche dans l'angle supérieur de votre inventaire. Les marchands renouvellent leur stock régulièrement. Leurs réserves secrètes vous proposent également des objets spéciaux selon votre niveau et vos avantages. Certains objets ne se vendent et s'achètent qu'en paquet. Les marchands sont disponibles de l'aube au crépuscule. Investissez dans la compétence Troc et l'avantage Réserve secrète pour faire de meilleures affaires auprès des marchands.","Händler kannst du in den Siedlungen von White River finden, sie sind mit einer Fahne und einem „Traitor Joel“-Symbol markiert. Gegenstände können durch den Einsatz von Duke-Jetons ge- und verkauft werden. In der oberen Ecke deines Inventars siehst du die Summe deines Vermögens. Händler füllen ihren Vorrat an Gegenständen in gewissen Abständen wieder auf. Abhängig von deinem Level und deinen Eigenschaften zeigen sie dir auch einen Geheimvorrat, in dem du besondere Gegenstände finden kannst. Manche Gegenstände können nur in bestimmten Stückzahlen ge- oder verkauft werden. Händler bieten ihre Ware zwischen Morgen- und Abenddämmerung an. Investiere in die Fertigkeit „Handeln“ und die Eigenschaft „Geheimvorrat“, um dich im Umgang mit Händlern besser zu stellen.",,"Puedes encontrar vendedores en los asentamientos del Río Blanco, marcados por una bandera y un cartel de Joel el Traidor. Puedes vender y comprar objetos con monedas Duke. Puedes ver el dinero total en la esquina superior de tu inventario. Los vendedores renovarán sus objetos de forma periódica. También tienen una reserva secreta con objetos especiales que te los ofrecerán según tu nivel y tus beneficios. Algunos objetos solo se pueden comprar o vender en lotes. Los vendedores están disponibles entre el alba y el anochecer. Mejora tu habilidad de negociación e invierte en tu beneficio de reservas secretas para lograr mejores tratos con los vendedores."
traderTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Comerciantes,Marchands,Händler,,Vendedores
treasureMapTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Mapas de tesouro podem conter ótimos itens. Se você ler e aceitar uma Missão de Tesouro, vai ser marcado com um ícone de tesouro no mapa e na bússola. Siga este ícone e quando estiver perto, ele piscará em vermelho na bússola. Tenha certeza de cavar na área quando o ícone na bússola estiver piscando em vermelho. O tesouro está normalmente enterrado de 2 à 3 metros debaixo do chão. Invista no benefício ''Caçador de Tesouros'' para deixar a caça ao tesouro mais fácil de encontrar.","Les cartes au trésor peuvent conduire à des butins de grande qualité. Lorsque vous lisez et acceptez une quête au trésor, la carte et la boussole indiquent l'icône du trésor. Suivez cette icône, elle clignotera en rouge lorsque vous en serez proche. Veillez à bien creuser dans la zone clignotant en rouge sur la boussole. Les trésors sont généralement enterrés à 2 ou 3 mètres de profondeur. Investissez dans l'avantage Chasseur de trésors pour trouver les trésors plus facilement.","Schatzkarten können dich zu wirklich toller Beute führen. Wenn du eine Schatzquest liest und annimmst, erscheint auf der Karte und dem Kompass ein Schatzsymbol. Folge diesem Symbol – wenn du dich dem Schatz näherst, beginnt es, rot zu blinken. Grabe in dem Gebiet, in dem das Symbol auf dem Kompass rot blinkt. Schätze sind meistens etwa 2 bis 3 Meter tief vergraben. Investiere in die Eigenschaft „Schatzsucher“ und die Schatzsuche wird dir leichter fallen.",,"Los mapas del tesoro te pueden llevar a botines fenomenales. Si lees y aceptas una misión de tesoro, aparecerá un icono de tesoro en el mapa y en la brújula. Sigue este ícono y verás que cuando estés cerca, empezará a parpadear en color rojo. Asegúrate de que estás cavando en la zona donde el ícono de la brújula parpadea en color rojo. Los tesoros suelen estar enterrados a unos 2 o 3 metros. Mejora tu beneficio de cazador de tesoros para que sea más fácil encontrarlos."
treasureMapTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Mapas de Tesouro,Cartes au trésor,Schatzkarten,,Mapas del tesoro
triggerDelayDurationTip,,Popup Tip,,"Se você tiver um componente de ativação, como uma placa de ativação, sensor de movimento ou fio de ativação, você pode personalizar a forma com ele ativa. Abra-o e você verá as opções de controle para configurar o ''Atraso'' e a ''Duração'' com uma variedade de opções em cada configuração. Duração da energia pode ser configurado por tempo ou por ativação que só dura enquanto alguém estiver parado na zona de ativação. Há também uma configuração ''Sempre'', que permanece ativa até que fique sem energia ou seja reiniciada. Há também opções do evento de ativação para personalizar o tempo.",,,,
triggerDelayDurationTip_title,,Popup Tip,,Atraso e Duração de Ativação,,,,
tutorialTipQuest01,,Popup Tip,KgNone,"Caro Amigo,\n\nA área devastada pode ser um lugar cruel, e você olha como se pudesse encontrar alguma ajuda. Essa nota é um pequeno guia para te ajudar a sobreviver. Se concluí-la, nós podemos considerá-lo um novo cidadão. O Acampamento White River, é real e também é seguro.\n\nBoa Sorte, Noah","Camarade,\n\nCes terres désolées peuvent être impitoyables et tu sembles avoir besoin d'aide. Tu trouveras ci-joint un petit guide de survie. Si tu te débrouilles bien, tu rejoindras peut-être nos rangs. Le hameau de la Rivière blanche existe, et il est sûr.\n\nBonne chance, Noah","Lieber Freund!\n\nDas Ödland kann gnadenlos sein und du siehst aus, als könntest du etwas Hilfe gebrauchen. Anbei findest du eine kurze Anleitung, die dir beim Überleben hilft. Wenn du sie abschließt, nehmen wir vielleicht einen neuen Bürger auf. Die Siedlung von White River gibt es wirklich und sie ist sicher.\n\nViel Glück! Noah",,"Querido/a amigo/a:\n\nEl páramo puede ser un sitio peligroso y parece que necesitas una mano. Encontrarás una pequeña guía adjunta para ayudarte a sobrevivir. Si la completas, puede que te aceptemos como un nuevo ciudadano. El asentamiento Río Blanco es real y seguro.\n\nBuena suerte, Noah."
tutorialTipQuest01_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Conceitos Básicos de Sobrevivência Iniciado,Bases de la survie entamées,Erste Grundlagen für das Überleben,,Supervivencia básica comenzada
tutorialTipQuest01Console,,Popup Tip,KeyCon KgNone,You've discovered a mysterious note. Read it by pressing {0} while the note is equipped or by using the read action when examining the note.,"Vous avez trouvé un étrange message. Lisez-le en appuyant sur {0} après l'avoir équipé, ou grâce à l'action de lecture lorsque vous l'examinez.","Du hast eine geheimnisvolle Notiz entdeckt. Lies sie durch Drücken von {0}, während die Notiz ausgerüstet ist; oder benutze die Lesen-Aktion, wenn du die Notiz untersuchst.",,"Descubriste una nota misteriosa. Para leerla, presiona {0} mientras tengas equipada la nota o usando la acción de leer cuando la investigues."
tutorialTipQuest02,,Popup Tip,KgNone,"A sua missão ativa no momento é a ''Sobrevivência Básica''. O estado da missão é exibido na Lista de Objetivos no canto superior direito da tela. Para mais informações das missões, segure 'TAB' e selecione 'Missões' ou pressione 'O' para acessar o menu de Missões.","La quête « Les bases de la survie » est active. Le statut de la quête s'affiche dans le suivi des objectifs, en haut à droite de l'écran. Pour plus d'informations sur les quêtes, accédez à votre inventaire et ouvrez le menu des quêtes.","„Das 1x1 des Überlebens“ ist deine aktive Quest. Der Status der Quest ist oben rechts über den Ziel-Tracker einsehbar. Öffne dein Inventar und dann das Quest-Menü, um mehr über Quests zu erfahren.",,"Tu misión activa es supervivencia básica. El estado de la misión se muestra en el indicador de objetivos, en la parte superior derecha de la pantalla. Accede a tu inventario y navega por el menú misiones para obtener más información sobre éstas."
tutorialTipQuest02_button_console,,Popup Tip,KeyCon KgNone,Basic Survival is your active quest. The quest's status is displayed on the Objective Tracker in the top right of the screen. For more information on quests access your Inventory {0} and navigate to the Quests menu {1}.,"La quête « Les bases de la survie » est active. Le statut de la quête s'affiche dans le suivi des objectifs, en haut à droite de l'écran. Pour plus d'informations sur les quêtes, accédez à votre inventaire {0} et ouvrez le menu des quêtes {1}.","„Das 1x1 des Überlebens“ ist deine aktive Quest. Der Status der Quest ist oben rechts über den Ziel-Tracker einsehbar. Öffne dein Inventar {0} und dann das Quest-Menü {1}, um mehr über Quests zu erfahren.",,"Tu misión activa es Supervivencia básica. El estado de la misión se muestra en el indicador de objetivos, en la parte superior derecha de la pantalla. Accede a tu Inventario {0} y navega por el menú Misiones {1} para obtener más información sobre estas."
tutorialTipQuest02_console,,Popup Tip,KeyCon KgNone,"Basic Survival is your active quest. The quest's status is displayed on the Objective Tracker in the top right of the screen. For more information on quests, access your Inventory and navigate to the Quests menu.","La quête « Les bases de la survie » est active. Le statut de la quête s'affiche dans le suivi des objectifs, en haut à droite de l'écran. Pour plus d'informations sur les quêtes, accédez à votre inventaire et ouvrez le menu des quêtes.","„Das 1x1 des Überlebens“ ist deine aktive Quest. Der Status der Quest ist oben rechts über den Ziel-Tracker einsehbar. Öffne dein Inventar und dann das Quest-Menü, um mehr über Quests zu erfahren.",,"Tu misión activa es Supervivencia básica. El estado de la misión se muestra en el indicador de objetivos, en la parte superior derecha de la pantalla. Accede a tu Inventario y navega por el menú Misiones para obtener más información sobre éstas."
tutorialTipQuest02_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Acompanhamento de Missão,Suivi de quête,Quests verfolgen,,Progreso de misiones
tutorialTipQuest03_button_console,,Popup Tip,EnChanged,"You've earned Skill Points for completing the Basic Survival Quest. Spend them by accessing your Inventory {0} and navigate to the Skills menu {1}, then highlight the desired Skill or Perk and Purchase {2} it.","Vous avez gagné un point de compétence en terminant la quête « Les bases de la survie ». Pour le dépenser, accédez à votre inventaire {0} et ouvrez le menu des compétences {1}, puis sélectionnez la compétence ou l'avantage de votre choix et procédez à l'achat {2}.","Für den Abschluss der Quest „Das 1x1 des Überlebens“ hast du Fertigkeitspunkts erhalten. Verwende sie im Inventar {0} über das Fertigkeiten-Menü {1}, indem du dort die gewünschte Fertigkeit oder Eigenschaft auswählst und sie kaufst {2}.",,"Ganaste un Punto de habilidad por completar la misión Supervivencia básica. Para gastarlo, accede a tu Inventario {0} y navega al menú de Habilidades {1}. Luego, selecciona la habilidad o beneficio deseado y cómpralo {2}."
tutorialTipQuest03_console,,Popup Tip,KeyCon EnChanged,"You've earned Skill Points for completing the Basic Survival Quest. Spend them by accessing your Inventory and navigating to the Skills menu, then highlight the desired Skill or Perk and purchase it.","Vous avez gagné un point de compétence en terminant la quête « Les bases de la survie ». Pour le dépenser, accédez à votre inventaire et ouvrez le menu des compétences, puis sélectionnez la compétence ou l'avantage de votre choix et procédez à l'achat.","Für den Abschluss der Quest „Das 1x1 des Überlebens“ hast du Fertigkeitspunkte erhalten. Verwende sie über das Fertigkeiten-Menü in deinem Inventar, indem du dort die gewünschte Fertigkeit oder Eigenschaft auswählst und sie kaufst.",,"Ganaste un Punto de habilidad por completar la misión Supervivencia básica. Para gastarlo, accede a tu Inventario y navega al menú de Habilidades. Luego, selecciona la habilidad o beneficio deseado y cómpralo."
vendingMachineTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"Existem três tipos de máquinas de vendas: máquinas de vendas de bebidas encontradas em lojas, máquinas de vendas alugáveis encontradas nos Acampamentos dos Comerciantes, e as máquinas de vendas própria, que podem ser apenas adquiridas através de um Armazém Secreto dos Comerciantes. Todas as Máquinas de vendas usam fichas do Duke que podem ser encontradas no mundo ou adquiridas através da venda de itens com os Comerciantes. Você pode ver o quanto de dinheiro você tem no canto superior esquerdo do seu inventário. NPCs podem comprar da sua máquina de vendas alugada, por isso é aconselhável sempre mantê-la bem abastecida e não deixar os preços dos itens muito caros.","Il existe trois types de distributeur automatique : les distributeurs de boissons disponibles aux magasins, les distributeurs à louer aux hameaux de marchands et les distributeurs du joueur, que vous pouvez obtenir grâce aux réserves secrètes des vendeurs. Tous les distributeurs automatiques fonctionnent avec des pièces Duke, qui peuvent être trouvées dans le monde ou acquises en vendant des objets aux marchands. Votre argent s'affiche dans le coin supérieur de votre inventaire. Les PNJ peuvent utiliser vos distributeurs automatiques, veillez donc à les approvisionner et à ne pas fixer les prix trop haut.","Es gibt drei verschiedene Sorten von Automaten: Getränkeautomaten in Läden, mietbare Warenautomaten in Händlersiedlungen und Warenautomaten, die Spielern gehören – letztere bekommt man nur aus dem Geheimvorrat eines Händlers. Für alle Automaten braucht man Duke-Jetons, die man in der Welt finden oder durch den Verkauf von Gegenständen an Händler erhalten kann. Du kannst in der oberen rechten Ecke deines Inventars sehen, wie viel Geld du hast. NPC (Nichtspielercharaktere) kaufen Gegenstände aus deinen gemieteten Warenautomaten, deswegen solltest du darauf achten, dass diese immer gut gefüllt und die Preise nicht zu hoch sind.",,"Hay tres tipos de máquinas expendedoras: las máquinas de bebidas, que se encuentras en tiendas; las máquinas de alquiler, que se encuentran en el asentamiento de los vendedores; y las máquinas que son propiedad de jugadores, que solo se pueden adquirir a través de la reserva secreta de un vendedor. Todas las máquinas expendedoras utilizan monedas Duke, que se pueden encontrar en el mundo o se pueden adquirir al vender objetos a los vendedores. Puedes ver el dinero que tienes en la esquina superior de tu inventario. Los PNJ también pueden comprar objetos en las máquinas expendedoras que alquiles, por lo que es recomendable tenerlas bien provistas y que los precios no sean demasiado altos."
vendingMachineTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Máquinas de Venda,Distributeurs automatiques,Automaten,,Máquinas expendedoras
waterTip,,Popup Tip,EnChanged,"A água determina o quão rápido suas barras de saúde e vigor se recuperam. Segurando uma lata vazia ou um frasco de vidro você pode enchê-lo com água numa fonte de água usando o botão direito (ação secundária). Tomando água suja você corre risco de contrair disenteria. Numa fogueira você pode ferver latas de água, e com uma panela, frascos de água. Seu nível de água pode ser encontrado no menu de estatísticas do seu personagem.\n\nA água afetará a velocidade de recuperação quando estiver abaixo de 75%, 50% e 25%.\n\nVocê pode tomar água até 50 pontos acima do seu limite atual.\nTodos os itens de bebida fornecerão um pequeno bônus de recuperação de vigor por um tempo limitado.","Vous pouvez boire de l'eau aux rivières et aux lacs à mains nues avec l'action secondaire. Attention, cette eau n'est pas purifiée et vous pourriez souffrir de dysenterie. Remplissez une conserve ou un bocal vide aux points d'eau à l'aide de l'action secondaire et faites bouillir l'eau au feu de camp.","Du kannst nur mit deinen Händen Wasser aus Flüssen und Seen trinken, indem du die sekundäre Aktion einsetzt. Aber Vorsicht – dieses Wasser ist nicht trinkbar gemacht und es besteht die Gefahr, dass du an Dysenterie erkrankst. Du kochst Wasser am besten über dem Lagerfeuer mit einer leeren Dose oder einem Glaskrug, die an Wasserquellen gefüllt werden können, indem die sekundäre Aktion benutzt wird.",,Puedes beber agua de ríos y lagos con tus manos a través de la acción secundaria. Ten en cuenta que esta agua no está purificada y corres el riesgo de contraer disentería. Es mejor usar una lata vacía o una jarra de cristal para hervir el agua en una fogata; ambos recipientes se pueden llenar en fuentes de agua usando la acción secundaria.
waterTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Água,Eau,Wasser,,Agua
workbenchTip,,Popup Tip,EnChanged,"A mesa de trabalho não só tem todas as receitas da mochila, como também desbloqueia receitas avançadas que lhe permite criar mais itens. Você pode deixar coisas sendo criadas na fila e sair por aí deixando a fila da sua mochila disponível para uso. Você também pode combinar e melhorar partes ou itens similares para até 100 pontos de qualidade acima da sua habilidade de criação. Segure 'E' (interagir) e selecione ''Retirar'' para retirar qualquer Estação de Trabalho dentro da sua área de declaração de terras.",,,,
workbenchTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,Mesa de Trabalho,Établi,Werkbank,,Mesa de trabajo
quest_BasicSurvival,,Quest Info,KgNone,Sobrevivência Básica,Les bases de la survie,Das 1x1 des Überlebens,,Supervivencia básica
quest_BasicSurvival_offer,,Quest Info,KeyCon KgNone,"Caro Amigo,\n\nO deserto pode ser um lugar cruel, e você olha como se pudesse achar alguma ajuda. Esse anexo é um pequeno guia para te ajudar a sobreviver. Se você concluí-lo, nós podemos considerá-lo um novo cidadão. O White River Settlement, é real e também é seguro.\n\nBoa Sorte, Noah","Camarade,\nComme tu le sais, les terres désolées peuvent être impitoyables et tu sembles avoir besoin d'aide. Voici un petit guide pratique pour les nouveaux survivants.  Vois ça comme une sorte d'initiation. Débrouille-toi comme il faut et tu rejoindras peut-être bien nos rangs. Le hameau de la Rivière blanche existe, et il est sûr.\n\n Bonne chance, Noah","Lieber Freund!\nWie du weißt, kann das Ödland gnadenlos sein. Wir haben dich beobachtet, und du siehst aus, als könntest du etwas Hilfe gebrauchen. Hier hast du eine kleine Anleitung, die Neuankömmlingen beim Überleben hilft.  Betrachte es als eine Art Aufnahmeritual. Schließe es zu unserer Zufriedenheit ab und vielleicht nehmen wir einen neuen Bürger auf. Die Siedlung von White River gibt es wirklich und sie ist sicher.\n\n Viel Glück! Noah",,"Querido/a amigo/a:\nComo bien sabes, el páramo puede ser un sitio peligroso y todo parece indicar que necesitas una mano. Toma, esta pequeña guía puede ayudar a sobrevivir a los recién llegados.  Considérala una pequeña iniciación. Complétala como se indica y puede que te aceptemos como un nuevo ciudadano. El asentamiento Río Blanco es real y seguro.\n\n Buena suerte, Noah."
quest_BasicSurvival1,,Quest Info,Reordered,Sobrevivência Básica 1/8,Les bases de la survie 1/8,Das 1x1 des Überlebens 1/8,,Supervivencia básica 1/8
quest_BasicSurvival1_description,,Quest Info,Reordered,"Crie um Saco de Dormir coletando fibras vegetais. Depois que pegar os ingredientes, pressione ou segure 'TAB' e selecione 'Criação', procure pela categoria de receitas 'Básico', selecione a receita e clique no botão Criar. \nColoque o Saco de Dormir no mundo equipando-o e usando o botão direito (ação secundária). Depois de colocado, você verá um Ícone de Cama na sua bússola e no mapa. Isso vai te levar de volta para sua casa e irá funcionar como um ponto de respawn caso você morra.","Fabriquez un sac de couchage à l'aide de fibres végétales. Une fois les composants acquis, ouvrez votre inventaire de fabrication, accédez à la catégorie des compositions de base, sélectionnez la composition souhaitée, puis cliquez sur le bouton de fabrication. \n\nÉquipez le sac de couchage, puis placez-le à l'aide de la touche d'action secondaire. Une fois placé, une icône de lit s'affichera sur votre boussole et votre carte. Cette icône vous aidera à retrouver votre foyer et servira de point de réapparition si vous veniez à mourir.","Fertige einen Schlafsack, indem du Pflanzenfasern sammelst. Wenn du die Zutaten hast, öffne dein Handwerks-Inventar und gehe zur Rezeptkategorie „Grundlagen“. Markiere das Rezept und klicke auf „Fertigen“. \n\nPlatziere den Schlafsack in der Welt, indem du ihn zuerst ausrüstest und dann die sekundäre Aktionstaste verwendest. Wenn er platziert ist, erscheint ein Bett-Symbol auf deinem Kompass und deiner Karte. Dies wird dich zurück nach Hause führen, und außerdem wirst du hier wiedererscheinen, falls du stirbst.",,"Fabrica un saco de dormir con fibra vegetal. Una vez tengas los ingredientes, abre el menú de fabricación, ve a la categoría de recetas básicas, selecciona la receta y presiona el botón de fabricar. \n\nPara poner el saco de dormir en el mundo, equípalo y presiona el botón de acción secundaria. Una vez puesto, verás un icono de una cama en la brújula y en el mapa. Esto te guiará de nuevo a tu casa y será un punto de reaparición si mueres."
quest_BasicSurvival1_description_button_console,,Quest Info,KeyCon KgNone,"Craft a Stone Axe to help you defend yourself and gather crafting ingredients. Gather ingredients by Attacking {0} grass, stone, or wood objects. You can also gather small stones by looking at them and using Pickup {1}. \n\nOnce you have the ingredients, access the Inventory {2} and Select {3} Stone Axe in the Basics category of the Crafting window. Craft {4} a Stone Axe.","Fabriquez une hache de pierre pour vous défendre et collecter des composants. Collectez des composants en détruisant {0} de l'herbe, des pierres et des objets en bois. Vous pouvez également ramasser de petites pierres en les regardant et en utilisant l'action de ramasser {1}. \n\nUne fois les composants acquis, rendez-vous dans l'inventaire {2} et sélectionnez {3} la hache de pierre dans la catégorie de base de la fenêtre de fabrication. Fabriquez {4} une hache de pierre.","Fertige eine Steinaxt, um dich besser zu verteidigen, und sammle Fertigungszutaten dafür. Sammle Zutaten, indem du Gras, Steine oder Holzobjekte angreifst {0}. Du kannst auch kleine Steine sammeln, indem du sie ansiehst und die Aufheben-Aktion {1} verwendest. \n\nWenn du die Zutaten hast, gehe zum Inventar {2} und wähle {3} im Fertigungs-Fenster in der Kategorie „Grundlagen“ die Steinaxt aus. Fertige {4} eine Steinaxt.",,"Fabrica un hacha de piedra para ayudarte a defenderte y reunir ingredientes para fabricar. Ataca {0} la hierba, piedras u objetos de madera para reunir ingredientes. También puedes reunir piedras pequeñas si las miras y usas Recoger {1}. \n\nUna vez que tengas los ingredientes, accede al Inventario {2} y selecciona {3} el Hacha de piedra en la categoría Básico de la ventana de Fabricación. Fabrica {4} un hacha de piedra."
quest_BasicSurvival1_description_console,,Quest Info,KeyCon KgNone,"Craft a Stone Axe to help you defend yourself and gather crafting ingredients. Gather the ingredients by attacking grass, stone, or wood objects. You can also pick up small stones by looking at them and using the Pickup action. \n\nOnce you have the ingredients, access the Inventory and locate Stone Axe in the Basics category of the Crafting window. Craft a Stone Axe.","Fabriquez une hache de pierre pour vous défendre et collecter des composants. Collectez des composants en détruisant de l'herbe, des pierres et des objets en bois. Vous pouvez également ramasser de petites pierres en les regardant et en utilisant l'action de ramasser. \n\nUne fois les composants acquis, rendez-vous dans l'inventaire et cherchez la hache de pierre dans la catégorie de base de la fenêtre de fabrication. Fabriquez une hache de pierre.","Fertige eine Steinaxt, um dich besser zu verteidigen, und sammle Fertigungszutaten dafür. Sammle die Zutaten, indem du Gras, Steine oder Holzobjekte angreifst. Du kannst auch kleine Steine aufheben, indem du sie ansiehst und die Aufheben-Aktion verwendest. \n\nWenn du die Zutaten hast, öffne dein Inventar und wähle im Fertigungs-Fenster in der Kategorie „Grundlagen“ die Steinaxt aus. Fertige eine Steinaxt.",,"Fabrica un hacha de piedra para ayudarte a defenderte y reunir ingredientes para fabricar. Ataca la hierba, piedras u objetos de madera para reunir los ingredientes. También puedes recoger piedras pequeñas si las miras y usas la acción Recoger. \n\nUna vez que tengas los ingredientes, accede al Inventario y localiza el Hacha de piedra en la categoría Básico de la ventana de Fabricación. Fabrica un hacha de piedra."
quest_BasicSurvival1_subtitle,,Quest Info,Reordered,Criar um Saco de Dormir,Fabriquer un sac de couchage,Fertige einen Schlafsack,,Fabrica un saco de dormir.
quest_BasicSurvival2,,Quest Info,Reordered,Sobrevivência Básica 2/8,Les bases de la survie 2/8,Das 1x1 des Überlebens 2/8,,Supervivencia básica 2/8
